Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice Period To Terminate Renewal,Governing Law,Most Favored Nation,Competitive Restriction Exception,Non-Compete,Exclusivity,No-Solicit Of Customers,No-Solicit Of Employees,Non-Disparagement,Termination For Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change Of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restrictions,Minimum Commitment,Volume Restriction,Ip Ownership Assignment,Joint Ip Ownership,License Grant,Non-Transferable License,Affiliate License-Licensor,Affiliate License-Licensee,Unlimited/All-You-Can-Eat-License,Irrevocable Or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap On Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not To Sue,Third Party Beneficiary
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content_License_Agreement2,"AMENDMENT NO. 1

Wireless Content License Agreement Number 12965","Fox Mobile Entertainment (""Fox""); Glu Mobile, Inc. f/k/a Sorrent, Inc. (""Licensee"")",11/18/05,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content_License_Agreement3,"AMENDMENT NO. 2

Wireless Content License Agreement Number 12965","Fox Mobile Entertainment, Inc. (""Fox""); Glu Mobile, Inc. f/k/a Sorrent, Inc. (""Licensee"")",3/27/06,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content_License_Agreement4,"AMENDMENT NO. 3

Wireless Content License Agreement Number 12965","Fox Mobile Entertainment, Inc. (""Fox""); Glu Mobile Inc. (""Licensee"")",2/19/07,,12/31/06,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content_License_Agreement,WEBSITE CONTENT LICENSE AGREEMENT,"PSiTech Corporation (""Licensor""); Empirical Ventures, Inc (""Licensee"")",14/10/02,14/10/02,19/10/02,3 years,90 days,Nevada,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License_Agreement,MEDIA LICENSE AGREEMENT,"NATIONAL FOOTBALL MUSEUM, INC. d/b/a Pro Football Hall of Fame (""PFHOF""); HOF Village, LLC (""Village Media Company""); HOF Village, LLC (""HOFV"")",,,12/31/34,successive 5 years,180 days / 6 months,Ohio,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service_Agreement,SPONSORSHIP AND SERVICES AGREEMENT,"HOF Village, LLC (""HOFV"");  National Football Museum, Inc. d/b/a Pro Football Hall of Fame (""PFHOF""(???PFHOF??? and, together with HOFV, the ???HOF Entities???); Constellation NewEnergy, Inc., on behalf of itself and its retail affiliates and subsidiaries (collectively, ???Constellation???); HOFV and/or PFHOF, and Constellation, (???Party??? and, collectively, as the ???Parties???)",12/19/18,,12/31/28,,,Ohio,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement_Agreement,ENDORSEMENT AGREEMENT,"National Football League Alumni - Northern America Chapter (""NFLA-NC""); National Football League Alumni, Inc (""NFLA""); Food For Athletes, Inc./Gridiron BioNutrients??? (collectively the ""Company"")",10/30/17,17/1/11,20/2/11,,,California,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement_Agreement,ENDORSEMENT AGREEMENT ADDENDUM I,"National Football League Alumni - Northern California Chapter (""NFLA-NC""); National Football League Alumni, Inc (""NFLA""); Food For Athletes, Inc./ Gridiron Gridiron BioNutrients??? (collectively, the ""Company"")",17/7/11,17/7/11,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP_AND_DEVELOPMENT_AGREEMENT",SPONSORSHIP AND DEVELOPMENT AGREEMENT,"TEKNIK DIGITAL ARTS INC. (""TDA""); RICK SMITH ENTERPRISES (""Smith"")",4/6/08,4/6/08,7/6/08,,,Arizona,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION_AGREEMENT",Cooperation Agreement,"MG Capital Management Ltd. (???MG Capital???); Percy Rockdale LLC (""Percy Rockdale???); Rio Royal LLC (""Rio Royal""); (collectively Rio Royal, together with MG Capital and Percy Rockdale, the ""MG Capital Parties""); HC2 Holdings, Inc. (""Company""); Each of the MG Capital Parties and the Company are referred to herein as a ???Party??? and collectively, as the ???Parties""",5/13/20,,,,,Delaware,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING_AND_MANAGEMENT_AGREEMENT_-_Escrow_Agreement,ESCROW AGREEMENT,"NCC ESCROW INTERNATIONAL LIMITED (""NCC"")",,,,,,England; Wales,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING_AND_MANAGEMENT_AGREEMENT_1,"ELECTRONIC JOURNAL SOFT WARE DEVELOPMENT,                         HOSTING AND MANAGEMENT AGREEMENT","HealthGate Data Corp. (""HealthGate""); Blackwell Science Limited (""Blackwell""); Munksgaard A/S (""Munskgaard""); together, Blackwell and Munksgaard shall be referred to as ""the Publishers"")",3/20/98,1/1/98,2/28/00,1 year,,England; Wales,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
"HEMISPHERX_-_Sales,_Marketing,_Distribution,_and_Supply_Agreement","Sales, Marketing, Distribution, and Supply Agreement","HEMISPHERX BIOPHARMA, INC (""HEMISPHERX""); Scientific Products Pharmaceutical Co. LTD (""SCIEN???)",3/31/16,,3/31/19,successive 2 years,,Delaware,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL_PROPERTY_AGREEMENT",INTELLECTUAL PROPERTY AGREEMENT,"THE HERTZ CORPORATION (""THC""); HERTZ SYSTEM, INC. (""HSI""); HERC RENTALS INC. (""HERC""); (hereinafter referred to collectively the ""Parties"", and individually as a ""party""",6/30/16,6/30/16,,,,New York,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,"Holiday RV Superstores, Inc. d/b/a Recreation USA (""Company""); Affinity Group, Inc. (""AGI""); Company and AGI (each a ""Party"" and collectively the ""Parties"")",3/20/02,3/20/02,3/20/05,,,California,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE_AGREEMENT",FRANCHISE AGREEMENT,"Homewood Suites Franchise LLC (""we,"" ""us,"" ""our"" or ""Franchisor""); Franchisee (""you,"" ""your"" or ""Franchisee"") (We and you may collectively be referred to as the ""Parties."")",,3/21/14,3/31/29,,,New York,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION_AGREEMENT,COOPERATION AGREEMENT,"HPIL ENERGYTECH Inc. (""HPIL ET""); GINARES GROUP AG (""GINARES""); HPIL ET and GINARES (individually as ""Party, or collectively the ""Parties"")",15/5/01,15/5/01,16/5/01,,,Nevada,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING_AGREEMENT,PHOTO RETOUCHING OUTSOURCING AGREEMENT,"(DGT Corp. (""DGT""); Dolphin Industries Limited (""Dolphin"")",6/1/06,,,,,Nevada,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,"HYDRON TECHNOLOGIES, INC. (""Hydron""); MIAMI DOLPHINS, LTD. (""Dolphins"")",1/1/97,1/1/97,1/1/01,,,Florida,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE_DISTRIBUTOR_AGREEMENT,EXCLUSIVE DISTRIBUTOR AGREEMENT,"IMRS OPERATIONS INC. (""IMRS INC."", ""Developer""); Delteq Pte Ltd (""Distributor"")",4/15/94,4/15/94,4/15/95,successive 2 years,,Connecticut,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development_Agreement,DEVELOPMENT AND OPTION AGREEMENT,"Harpoon Therapeutics, Inc. (""Harpoon""); AbbVie Biotechnology Ltd (""AbbVie"")",11/20/19,11/20/19,,,,Delaware,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller_Agreement,WALABOT-HOME RESELLER AGREEMENT,"Vayyar Imaging Ltd. (""Supplier""); IndeLiving Holdings, Inc. (""Reseller"")(""Party"" and collectively as ""Parties"")",7/31/19,7/31/19,7/31/20,successive 1 year,3 months,New York,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding_Agreement,CO-BRANDING CONTENT AGREEMENT,"MEDIALINX INTERACTIVE, L.P. (""MLX""); HEALTHCENTRAL.com INC. (""HCI"")",6/30/99,9/1/99,1/1/09,,,"Ontario, Canada",No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance_Agreement,SOFTWARE MAINTENANCE AGREEMENT,"Leader Act Ltd (???LEADER???); EZJR, Inc. (???EZJR???);",10/13/16,,10/13/21,,,Nevada,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark_License_Agreement,FORM OF TRADEMARK LICENSE AGREEMENT,"HERTZ INVESTMENT GROUP, LLC (""Licensor""); HERTZ GROUP REALTY TRUST, INC. (""Licensee"" and together with Licensor, the ""Parties"")",09/[]/2019,09/[]/2019,,,,California,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development_Agreement,OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT,"Document Security Systems, Inc. (""DSS""); HotApp International Ltd. (""Developer"")",18/1/03,18/1/03,19/1/03,successive 1 month,30 days,New York,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic_Alliance_Agreement,Strategic Alliance Agreement,"IMedicor, Inc (""IMedicor""); USA Managed Care Organization (""USA MCO"")",7/15/10,7/15/10,7/15/15,successive 5 years,90 days,New York,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation_Agreement_on_Mobile_Game_Business,Cooperation Agreement,"Dazzle Interactive Network Technologies Co., Ltd. (""Party A""); Shenzhen iDreamSky Technology Co., Ltd. (""Party B"")",13/1/01,13/1/01,14/1/01,1 year,,,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT_VENTURE_AGREEMENT,Joint Venture Agreement,"Tate & Lyle Fermentation Products Ltd. (""T&L""); Tate & Lyle PLC; Igene Biotechnology, Inc. (""Igene""); (collectively ""Parties""); (each ""Party"")",3/18/03,3/3/03,,,,Delaware,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE_AGREEMENT,MAINTENANCE AGREEMENT,"SAGEM S.A. (""MORPHO""); XIMAGE corporation (""XIMAGE"")",1/31/94,12/10/93,12/10/94,successive 1 year,60 days,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION_AGREEMENT,PROMOTION AGREEMENT,"Janssen Biotech, Inc. (""Janssen???); Immunomedics, Inc. (""Company"")",19/5/04,19/5/04,3/31/20,,,New York,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT_VENTURE_AGREEMENT,JOINT VENTURE AGREEMENT,"IMPCO Technologies Inc. including its successors and permitted assigns (""IMPCO""); MINDA INDUSTRIES LIMITED including its successors and permitted assigns (""MIL""), Nirmal K. MINDA including his heirs, executors, administrators or successors and permitted assigns (""MINDA"")",5/18/01,5/18/01,perpetual,,,India,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL_PROPERTY_AGREEMENT,INTELLECTUAL PROPERTY AGREEMENT,"WestRock Company (""Parent""); Ingevity Corporation (""SpinCo""); SpinCo and Parent (individually referred to herein as a ???Party??? and collectively as the ???Parties???)",5/14/16,,,,,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE_HOSTING_AGREEMENT,Software Hosting Agreement,"INKTOMI CORPORATION (""Inktomi""); MICROSOFT CORPORATION (""Microsoft"")",,7/27/97,perpetual,,,Washington,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION_AGREEMENT",COLLABORATION AGREEMENT (???,"Theravance, Inc. (""Theravance""); Glaxo Group Limited (""GSK""); (Theravance and GSK, a ???Party??? or together, the ???Parties???)",11/14/02,,,,,Delaware,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic_Alliance_Agreement",Strategic Alliance Agreement,"Bravatek Solutions, Inc. (""Bravatek""); Fazync LLC (""Fazync"")",18/10/01,18/10/01,,1 year,90 days,Texas,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE_AGREEMENT,FRANCHISE AGREEMENT,"BURGER  KING  CORPORATION (""BKC""); INTERNATIONAL FAST FOOD POLSKA SP ZO.0 (""Franchisee""); INTERNATIONAL FAST FOOD                                           CORPORATION (""Principals"", ""Principal"")",,,,,,Florida,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY_AGREEMENT",SUPPLY AGREEMENT,"HOVIONE INTER AG (""HOVIONE""); INTERSECT ENT, Inc. (""INTERSECT""); (each as ""Party"", together as ""Parties"")",1/20/20,1/20/20,1/20/25,,,New York,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
INTRICONCORP_03_10_2009-EX-10.22-Strategic_Alliance_Agreement,  Strategic Alliance Agreement,"IntriCon Corporation (""IntriCon""); Dynamic Hearing Pty Ltd (""Dynamic Hearing"")",8/1/10,8/1/10,13/1/10,,,"Victoria, Australia",No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC_ALLIANCE_AGREEMENT",STRATEGIC ALLIANCE AGREEMENT,"Loin Biotechnologies, Inc. (""LBIO""); The University of Texas M. D. Anderson Cancer Center (""MD Adnserson""); (""LBIO"" and ""MD Adnserson"" individually referred to as ""Party"", collectively as the ""Parties"")",,4/17/17,4/17/21,,,Texas,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP_AGREEMENT",SPONSORSHIP AGREEMENT,"iPayment, Inc. (""ISO""); First Data Merchant Services Corporation (""FDMS""); Wells Fargo Bank, N.A. (""Bank"")",1/29/07,1/29/07,6/30/10,perpetual,(6) months,New York,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP_AGREEMENT,Sponsorship Agreement,"J. Walter Thompson (""FMM""); iVillage, Inc. (""iVillage"")(referred to generically as a ""Party"", orcollectively as ""Parties"")",12/18/98,,1/4/01,,,New York,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development_Agreement,MASTER JOINT DEVELOPMENT AGREEMENT,"iBio Inc.; Beijing CC-Pharming Ltd. (""CC-Pharming"")",18/8/08,18/8/08,,,,Texas,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content_License_Agreement,FORM OF CONTENT LICENSE AGREEMENT,"Beijing Sun Seven Stars Culture Development Limited (""Licensor""); YOU ON DEMAND HOLDINGS, INC (""Licensee"")",[]/[]/2015,[]/[]/2015,[]/[]/2035,,,New York,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content_License_Agreement,CONTENT LICENSE AGREEMENT,"Beijing Sun Seven Stars Culture Development Limited (""Licensor""); YOU ON DEMAND HOLDINGS, INC (""Licensee"")",12/21/15,12/21/15,12/21/35,,,New York,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor_Agreement,NON-EXCLUSIVE DISTRIBUTOR AGREEMENT,"iMine Corporation (""JRVS""); SUNWAI Technology (""Distributor"")",7/19/18,7/19/18,7/19/20,,,Indiana,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
ImperialGardenResortInc_20161028_DRS_on_F-1_EX-10.13_9963189_EX-10.13_Outsourcing_Agreement,Outsourcing Contract on Development of Miaoli Royal Resort Hotel,"The HUANG JIA Country CLUB and Recreation Inc. (""Party A""); Chang Chen-Bin Architects Office (""Party B"")",10/29/15,,,,,Taiwan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding_Agreement,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""VerticalNet""); Impresse Corporation (""Impresse"")",3/3/00,3/3/00,1/3/06,,,Delaware,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing_Agreement,TURN - KEY MANUFACTURING AGREEMENT,"INVASIX LTD. (""Customer""); FLEXTRONICS ISRAEL LTD. (""Contractor"");",,11/1/04,12/1/04,successive 1 year,90 days,Israel,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor_Agreement,EXCLUSIVE DISTRIBUTOR AGREEMENT,"Erchonia Corporation (""Erchonia""); InnerScope Hearing Technologies Inc (""Distributor"")",,,,3 years,,Florida,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
IntegrityFunds_20200121_485BPOS_EX-99.E_UNDR_CONTR_11948727_EX-99.E_UNDR_CONTR_Service_Agreement,DISTRIBUTION AND SERVICES AGREEMENT,"Integrity Short Term Government Fund, (""fund""); The Integrity Funds, Integrity Funds Distributor, LLC, (""Integrity"")",1/18/20,,1/18/22,successive 1 year,,Kansas,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding_Agreement,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,"INTEGRITY INCORPORATED (""Integrity""); TIME LIFE, INC. d/b/a Time Life Music (""TL"")",1/10/00,,12/31/04,,,Tennessee,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding_Agreement,CO-BRANDING AGREEMENT,"At Home Corporation (""Excite@Home"" or ""Excite""); e-centives, Inc. (""Application Provider"" or ""e-centives"")",2/16/00,2/16/00,,,,California,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller_Agreement,CHANNEL PARTNER RESELLER AGREEMENT,"IPASS INC. (""iPass""); Pareteum Corporation (""Channel Partner"")",4/25/18,4/25/18,4/25/19,successive 1 year,60 days,California,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL_PROPERTY_AGREEMENT,Intellectual Property Agreement,"JingWei HengTong Technology (""ShenZhen""); ShenZhen JingWei Communication Co., Ltd.",7/8/02,7/8/02,12/8/02,,,People's Republic of China,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE_AGREEMENT,"Franchise Agreement

Addendum to Lease Agreement","The Joint Corp (???we???, ???us???, the ???Company???, or ???The Joint Corp.""); (???you,??? ???Franchise Owner,??? or ???Franchisee"")
 
 ________________________________________ (???you,??? ???Franchise Owner,??? or ???Franchisee)(if you are a partnership, corporation, or limited liability company, your ???Principal Owners???)",,,,10 years,,Arizona,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
