Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV_AGREE-SERVICES_AGREEMENT_POWEROF,"LIMITED POWER OF ATTORNEY KNOW ALL MEN BY THESE PRESENTS , dated as of 2004 01 01 , that FEDERATED INVESTMENT MANAGEMENT COMPANY , a statutory trust duly organized under the laws of the State of Delaware ( the "" Adviser "" ) , does hereby nominate , constitute and appoint FEDERATED ADVISORY SERVICES COMPANY , a statutory trust duly organized under the laws of the State of Delaware ( "" FASC "" ) , to act hereunder as the true and lawful agent and attorney - in - fact of the Adviser , acting on behalf of each of the funds or accounts for which Adviser acts as investment adviser or subadviser shown on Schedule 1 attached hereto and incorporated by reference herein ( each such fund or account being hereinafter referred to as a "" Fund "" and collectively as the "" Funds "" ) , for the specific purpose of executing and delivering all such agreements , instruments , contracts , assignments , bond powers , stock powers , transfer instructions , receipts , waivers , consents and other documents , and performing all such acts , as Adviser , or FASC acting as agent for the Adviser pursuant to the Services Agreement dated as of 2004 01 01 between the Adviser and FASC ( such agreement , as may be amended , supplemented or otherwise modified from time to time is hereinafter referred to as the "" Services Agreement "" ) , may deem necessary or reasonably desirable , related to the acquisition , disposition and / or reinvestment of the funds and assets of a Fund in accordance with Adviser's supervision of the investment , sale and reinvestment of the funds and assets of each Fund pursuant to the authority granted to the Adviser as investment adviser or subadviser of each Fund under the Adviser's investment advisory or subadvisory contract for such Fund ( such investment advisory or subadvisory contract , as may be amended , supplemented or otherwise modified from time to time is hereinafter referred to as the "" Investment Advisory Contract","The Adviser hereby ratifies and confirms as good and effectual , at law or in equity , all that FASC , and its officers and employees , may do by virtue hereof .",2004,2004 01 01,2004 01 01,"LIMITED POWER OF ATTORNEY KNOW ALL MEN BY THESE PRESENTS , dated as of 2004 01 01 , that FEDERATED INVESTMENT MANAGEMENT COMPANY , a statutory trust duly organized under the laws of the State of Delaware ( the "" Adviser "" ) , does hereby nominate , constitute and appoint FEDERATED ADVISORY SERVICES COMPANY , a statutory trust duly organized under the laws of the State of Delaware ( "" FASC "" ) , to act hereunder as the true and lawful agent and attorney - in - fact of the Adviser , acting on behalf of each of the funds or accounts for which Adviser acts as investment adviser or subadviser shown on Schedule 1 attached hereto and incorporated by reference herein ( each such fund or account being hereinafter referred to as a "" Fund "" and collectively as the "" Funds "" ) , for the specific purpose of executing and delivering all such agreements , instruments , contracts , assignments , bond powers , stock powers , transfer instructions , receipts , waivers , consents and other documents , and performing all such acts , as Adviser , or FASC acting as agent for the Adviser pursuant to the Services Agreement dated as of 2004 01 01 between the Adviser and FASC ( such agreement , as may be amended , supplemented or otherwise modified from time to time is hereinafter referred to as the "" Services Agreement "" ) , may deem necessary or reasonably desirable , related to the acquisition , disposition and / or reinvestment of the funds and assets of a Fund in accordance with Adviser's supervision of the investment , sale and reinvestment of the funds and assets of each Fund pursuant to the authority granted to the Adviser as investment adviser or subadviser of each Fund under the Adviser's investment advisory or subadvisory contract for such Fund ( such investment advisory or subadvisory contract , as may be amended , supplemented or otherwise modified from time to time is hereinafter referred to as the "" Investment Advisory Contract "" ) . The Adviser hereby ratifies and confirms as good and effectual , at law or in equity , all that FASC , and its officers and employees , may do by virtue hereof .","However , despite the above provisions , nothing herein shall be construed as imposing a duty on FASC to act or assume responsibility for any matters referred to above or other matters even though FASC may have power or authority hereunder to do so .","The Adviser hereby ratifies and confirms as good and effectual , at law or in equity , all that FASC , and its officers and employees , may do by virtue hereof .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERSINETCORP_03_01_2012-EX-4-RESELLER_AGREEMENT,RESELLER AGREEMENT,11,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark_License_Agreement,TRADEMARK LICENSE AGREEMENT,2019,2019,2019,2019,2019,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE_SPONSORSHIP_AGREEMENT",CORPORATE SPONSORSHIP AGREEMENT,18,18,18,18,"18 , ( the "" Effective Date "" ) by and between Phoenix Performance , LLC , 481 Schuylkill Road , Phoenixville , PA 19460 ( "" Vendor "" ) and Torvec Inc. . , a New York corporation with its principal place of business located at 1999 Mt Read Blvd , Building 3 , Rochester , NY . 14615 ( Torvec ) . RECITALS WHEREAS , the parties desire to enter into an agreement regarding promotional , marketing and sponsorship activities designed to be of mutual benefit as described herein ; and NOW , THEREFORE , for and in consideration of the mutual covenants , rights and obligations set forth in this Agreement , the parties agree as follows : 1 . Term The term of this Agreement ( the "" Term "" ) shall commence on the Effective Date and conclude on 2010 10 31","CORPORATE SPONSORSHIP AGREEMENT This agreement ( the "" Agreement "" ) is entered into as of 2010 05 18 , ( the "" Effective Date "" ) by and between Phoenix Performance , LLC , 481 Schuylkill Road , Phoenixville , PA 19460 ( "" Vendor "" ) and Torvec Inc. . , a New York corporation with its principal place of business located at 1999 Mt Read Blvd , Building 3 , Rochester , NY . 14615 ( Torvec ) . RECITALS WHEREAS , the parties desire to enter into an agreement regarding promotional , marketing and sponsorship activities designed to be of mutual benefit as described herein ; and NOW , THEREFORE , for and in consideration of the mutual covenants , rights and obligations set forth in this Agreement , the parties agree as follows : 1 . Term The term of this Agreement ( the "" Term "" ) shall commence on the Effective Date and conclude on 2010 10 31",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALLOINC_11_03_2011-EX-10.1-STRATEGIC_ALLIANCE_AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,10.1 KALLO Inc. . STRATEGIC ALLIANCE AGREEMENT,10.1,10.1,10.1,STRATEGIC ALLIANCE AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,10.1 KALLO Inc. . STRATEGIC ALLIANCE AGREEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement_Agreement,ENDORSEMENT AGREEMENT,11,30,11,11,"ENDORSEMENT AGREEMENT This Endorsement Agreement ( "" Agreement "" ) made 2017 10 30 , between National Football League Alumni - Northern California Chapter ( "" NFLA - NC "" ) , a charitable corporation organized under the laws of California , having its principal office at 1311 Madison Avenue , Redwood CA 94061 ; National Football League Alumni , Inc. ( "" NFLA "" ) , a charitable corporation organized under the laws of Florida , having its principal office at 8000 Midlantic Drive , 130 S . , Mount Laurel , NJ . 08054 and Food For Athletes , Inc. a corporation organized under the laws of California / Gridiron BioNutrientsâ  ¢ , a corporation organized under the laws of Nevada having their principal office ( s ) at 1119 West 1st Ave . , STE G , Spokane , WA 99201 ( collectively the "" Company "" ) . RECITALS A . Whereas , NFLA is a nationwide group of former National Football League players , coaches , and other employees whose mission is to serve , assist and inform players and their families . The association offers a variety of medical , financial and social programs to help members lead healthy , productive and connected lives . B . Whereas , NFLA - NC is a local Chapter of the NFLA and supports the organizations "" Caring for Kids "" initiative through fundraising for youth - related charities . C . The Company desires to obtain the rights to use the Pro Football Legends Logo of the NFLA in connection with the advertisement and promotion of certain of its products . An image of the Pro Football Legends Logo is depicted in Exhibit A . D . The NFLA agrees to license such rights to the Company . In consideration of the matters described above , and of the mutual benefits and obligations set forth in this Agreement , the parties agree as follows : SECTION ONE . DEFINITIONS As used in this Agreement , the following terms shall be defined as follows : A . "" Contract Period "" shall mean that period of time of three ( 3 ) years commencing on 2017 11","ENDORSEMENT AGREEMENT This Endorsement Agreement ( "" Agreement "" ) made 2017 10 30 , between National Football League Alumni - Northern California Chapter ( "" NFLA - NC "" ) , a charitable corporation organized under the laws of California , having its principal office at 1311 Madison Avenue , Redwood CA 94061 ; National Football League Alumni , Inc. ( "" NFLA "" ) , a charitable corporation organized under the laws of Florida , having its principal office at 8000 Midlantic Drive , 130 S . , Mount Laurel , NJ . 08054 and Food For Athletes , Inc. a corporation organized under the laws of California / Gridiron BioNutrientsâ  ¢ , a corporation organized under the laws of Nevada having their principal office ( s ) at 1119 West 1st Ave . , STE G , Spokane , WA 99201 ( collectively the "" Company "" ) . RECITALS A . Whereas , NFLA is a nationwide group of former National Football League players , coaches , and other employees whose mission is to serve , assist and inform players and their families . The association offers a variety of medical , financial and social programs to help members lead healthy , productive and connected lives . B . Whereas , NFLA - NC is a local Chapter of the NFLA and supports the organizations "" Caring for Kids "" initiative through fundraising for youth - related charities . C . The Company desires to obtain the rights to use the Pro Football Legends Logo of the NFLA in connection with the advertisement and promotion of certain of its products . An image of the Pro Football Legends Logo is depicted in Exhibit A . D . The NFLA agrees to license such rights to the Company . In consideration of the matters described above , and of the mutual benefits and obligations set forth in this Agreement , the parties agree as follows : SECTION ONE . DEFINITIONS As used in this Agreement , the following terms shall be defined as follows : A . "" Contract Period "" shall mean that period of time of three ( 3 ) years commencing on 2017 11",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,1st,1st,1st,1st,"ENDORSEMENT AGREEMENT THIS AGREEMENT , made and entered into as of this 1st day of 2000 01 01 , by and between MOSSIMO , INC . , 2450 White Road , 2nd Floor , Irvine , California 92614 ( "" Company "" ) , and DAVID DUVAL ENTERPRISES , INC . c / o International Management , Inc. , IMG Center , 1360 East 9th Street , Suite 100 , Cleveland , Ohio 44114 ( "" Licensor "" ) : WITNESSETH : WHEREAS , David Duval ( "" Duval "" ) is recognized as a highly skilled professional golfer . WHEREAS , Company desires to obtain the rights to use the name , fame , image and athletic renown of Duval in connection with the advertisement and promotion of its products as provided herein ; WHEREAS , Duval has licensed all such rights to Licensor , along with the right to sublicense such rights to third parties . NOW , THEREFORE , the parties agree as follows : 1 . DEFINITIONS . As used herein , the following terms shall be defined as set forth below : ( a ) "" Contract Period "" shall mean that period of time commencing on 2000 01 01 and concluding 2003 12","ENDORSEMENT AGREEMENT THIS AGREEMENT , made and entered into as of this 1st day of 2000 01 01 , by and between MOSSIMO , INC . , 2450 White Road , 2nd Floor , Irvine , California 92614 ( "" Company "" ) , and DAVID DUVAL ENTERPRISES , INC . c / o International Management , Inc. , IMG Center , 1360 East 9th Street , Suite 100 , Cleveland , Ohio 44114 ( "" Licensor "" ) : WITNESSETH : WHEREAS , David Duval ( "" Duval "" ) is recognized as a highly skilled professional golfer . WHEREAS , Company desires to obtain the rights to use the name , fame , image and athletic renown of Duval in connection with the advertisement and promotion of its products as provided herein ; WHEREAS , Duval has licensed all such rights to Licensor , along with the right to sublicense such rights to third parties . NOW , THEREFORE , the parties agree as follows : 1 . DEFINITIONS . As used herein , the following terms shall be defined as set forth below : ( a ) "" Contract Period "" shall mean that period of time commencing on 2000 01 01 and concluding 2003 12",1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV_AGREE-SERVICES_AGREEMENT_AMENDMENT,AMENDMENT TO SERVICES AGREEMENT,30,30,30,30,"AMENDMENT TO SERVICES AGREEMENT This AMENDMENT TO SERVICES AGREEMENT , dated and effective as of 2009 03 30","AMENDMENT TO SERVICES AGREEMENT This AMENDMENT TO SERVICES AGREEMENT , dated and effective as of 2009 03 30",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding_Agreement,CO - BRANDING AGREEMENT,14,14,14,14,"CO - BRANDING AGREEMENT This CO - BRANDING AGREEMENT ( this "" Agreement "" ) is made as of this 2000 11 14","CO - BRANDING AGREEMENT This CO - BRANDING AGREEMENT ( this "" Agreement "" ) is made as of this 2000 11","CO - BRANDING AGREEMENT This CO - BRANDING AGREEMENT ( this "" Agreement "" ) is made as of this 2000 11 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC_ALLIANCE_AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,12,12,12,12,STRATEGIC ALLIANCE AGREEMENT THIS AGREEMENT dated for reference the 5th day of 2008 12,STRATEGIC ALLIANCE AGREEMENT THIS AGREEMENT dated for reference the 5th day of 2008 12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loop_Industries,_Inc._-_Marketing_Agreement",Marketing Agreement,2018,2018,2018,2018,"Marketing Agreement ( this "" Agreement "" ) is made and entered into as of 2018 09 01 _ _ _ _ , 2018","Marketing Agreement ( this "" Agreement "" ) is made and entered into as of 2018 09 01 _ _ _ _ , 2018",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BloomEnergyCorp_20180321_DRSA_on_S-1_EX-10_11240356_EX-10_Maintenance_Agreement,MASTER OPERATION AND MAINTENANCE AGREEMENT,13,13,13,13,13,"MASTER OPERATION AND MAINTENANCE AGREEMENT by and between DIAMOND STATE GENERATION PARTNERS , LLC and BLOOM ENERGY CORPORATION dated as of 2012 04 13",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding_Agreement__Marketing_Agreement__Investment_Distribution_Agreement,"CO-BRANDING , MARKETING AND DISTRIBUTION AGREEMENT",30,30,30,30,"CO-BRANDING , MARKETING AND DISTRIBUTION AGREEMENT This Agreement , dated as of January 30","CO-BRANDING , MARKETING AND DISTRIBUTION AGREEMENT This Agreement , dated as of January 30",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,20th,20th,20th,20th,ENDORSEMENT AGREEMENT This Agreement is made as of the 20th,ENDORSEMENT AGREEMENT This Agreement is made as of the 20th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT_AGREEMENT,ENDORSEMENT AGREEMENT,13th,13th,13th,13th,"13th day of 1999 10 01 by and between SQUARE TWO GOLF INC. , a New Jersey corporation ( the "" Company "" ) , and KATHY WHITWORTH , an individual , with an address at 302 La Mancha Court , Santa Fe , New Mexico , 87501 ( the "" Professional "" ) . RECITALS - - - - - - - - - - - - - - - - WHEREAS , the Company manufactures and sells women's golf clubs and other golf equipment ; WHEREAS , the Professional is a retired Ladies Professional Golf Association ( "" LPGA "" ) Tour Professional ; WHEREAS , the Company desires to utilize the services of the Professional in connection with the promotion , marketing , and sale of a signature line of women's golf clubs and the Company's other products and services ; and WHEREAS , the Company and the Professional desire to enter into an agreement pursuant to which the Professional will serve the Company as an independent contractor , on the terms and subject to the conditions set forth herein . NOW , THEREFORE , in consideration of the mutual covenants and agreements contained herein , the Company and the Professional hereby agree as follows : 1","Endorsement Agreement ( "" Agreement "" ) is made this 13th",13th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing_Agreement__Supply_Agreement,MANUFACTURING AND SUPPLY AGREEMENT,28,28,28,28,"MANUFACTURING AND SUPPLY AGREEMENT ( DA - 9801 Licensed Products ) Between DONG - A ST CO . , LTD . . And NEUROBO PHARMACEUTICALS , INC . . Dated : 2018 09 28","MANUFACTURING AND SUPPLY AGREEMENT ( DA - 9801 Licensed Products ) Between DONG - A ST CO . , LTD . . And NEUROBO PHARMACEUTICALS , INC . . Dated : 2018 09 28",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,13,13,13,13,"SPONSORSHIP AGREEMENT THIS AGREEMENT , dated for reference 1996 03 13","SPONSORSHIP AGREEMENT THIS AGREEMENT , dated for reference 1996 03 13",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation_Agreement,TRANSPORTATION SERVICES AGREEMENT,14t,14t,14t,14t,14t,"TRANSPORTATION SERVICES AGREEMENT This Transportation Services Agreement ( this "" Agreement "" ) is made and entered into this 14t",14t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION_CONTRACT,TRANSPORTATION CONTRACT,1,31,31,31,1,TRANSPORTATION CONTRACT Astana 2000 01 31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor_Agreement,PARTNERCONNECT PROGRAM ADDENDUM TO ZEBRAÂ ® PARTNERCONNECT DISTRIBUTOR AGREEMENT,4th,4th,4th,4th,4th,4th,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC_ALLIANCE_AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,18,18,18,18,"STRATEGIC ALLIANCE AGREEMENT This STRATEGIC ALLIANCE AGREEMENT ( the "" Agreement "" ) is entered into as of March 18",18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller_Agreement,CHANNEL PARTNER RESELLER AGREEMENT,4/24/2018,4/24/2018,4/24/2018,4/24/2018,CHANNEL PARTNER RESELLER AGREEMENT,"CHANNEL PARTNER RESELLER AGREEMENT THIS CHANNEL PARTNER RESELLER AGREEMENT ( "" Agreement "" ) is entered into and agreed upon as of the Effective Date by and between IPASS INC. , having a principal place of business at 3800 Bridge Parkway , Redwood Shores , CA 94065 ( "" iPass "" ) , and Pareteum Corporation , having a principal business address at 100 Park Avenue , Suite 1600 , New York City , New York 10017 ( "" Channel Partner "" ) . Capitalized terms used in this Agreement shall be defined as set forth herein . This Agreement is comprised of the Terms and Conditions together with all Exhibits attached hereto . The undersigned represent and warrant that they are authorized as representatives of the party on whose behalf they are signing this Agreement and that they have read and agree to adhere to the Terms and Conditions as well as the exhibits attached hereto and incorporated herein by reference . IN WITNESS WHEREOF , the parties have executed this Agreement as of the Effective Date . Channel Partner : iPass Inc. : By : / s / Victor A. Bozzo By : / s / Christine Gardner Victor A. Bozzo Christine Gardner Printed Name Printed Name Chief Executive Officer VP Finance Title Title 4/24/2018",4/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL_PROPERTY_AGREEMENT,INTELLECTUAL PROPERTY AGREEMENT,20,20,20,20,"INTELLECTUAL PROPERTY AGREEMENT THIS INTELLECTUAL PROPERTY AGREEMENT ( this "" Intellectual Property Agreement "" ) , dated as of 2007 12","INTELLECTUAL PROPERTY AGREEMENT THIS INTELLECTUAL PROPERTY AGREEMENT ( this "" Intellectual Property Agreement "" ) , dated as of 2007 12",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise_Agreement4,ADDENDUM REQUIRED BY THE DEPARTMENT OF LAW OF THE STATE OF NEW YORK The following Items are required to be included within the Disclosure Document and shall be deemed to supersede the language in the Disclosure Document itself : 3 . LITIGATION,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License_Agreement__Reseller_Agreement,LICENSE AND RESELLER AGREEMENT,30,30,30,30,LICENSE AND RESELLER AGREEMENT dated as of the 2018 10 30,LICENSE AND RESELLER AGREEMENT dated as of the 2018 10 30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP_WEB_SITE_BUILDING_AND_HOSTING_AGREEMENT,VISP WEB SITE BUILDING AND HOSTING AGREEMENT,12th,12th,12th,12th,12th,12th,12th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing_Agreement_with_the_BISYS_Group,_Inc.",Outsourcing Agreement,18,18,18,18,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT_FILING_AGREEMENT",JOINT FILING AGREEMENT,14t,14t,14t,14t,JOINT FILING AGREEMENT,"JOINT FILING AGREEMENT Pursuant to and in accordance with the Securities Exchange Act of 1934 , as amended , and the rules and regulations thereunder ( the "" Exchange Act "" ) the undersigned hereby agree to the joint filing of Clarus IV - A , L.P. , Clarus IV - B , L.P . , Clarus IV - C , L.P . , Clarus IV - D , L.P . , Clarus IV GP , L.P . , Blackstone Clarus GP L.P. , Blackstone Clarus GP L.L.C. , Blackstone Holdings II L.P. , Blackstone Holdings I / II GP L.L.C. , The Blackstone Group Inc. , Blackstone Group Management L.L.C. and Stephen A. Schwarzman , on behalf of each of them of any filing required by such party under Section 13 of the Exchange Act or any rule or regulation thereunder ( including any amendment , restatement , supplement , and / or exhibit thereto ) with respect to securities of Galera Therapeutics , Inc. , a Delaware corporation , and further agree to the filing , furnishing , and / or incorporation by reference of this Agreement as an exhibit thereto . Each of them is responsible for the timely filing of such filings and any amendments thereto , and for the completeness and accuracy of the information concerning such person contained therein ; but none of them is responsible for the completeness or accuracy of the information concerning the other persons making the filing , unless such person knows or has reason to believe that such information is inaccurate . This Agreement shall remain in full force and effect until revoked by any party hereto in a signed writing provided to each other party hereto , and then only with respect to such revoking party . This Agreement may be executed in any number of counterparts all of which taken together shall constitute one and the same instrument . IN WITNESS WHEREOF , the undersigned hereby execute this Agreement this 14t",14t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
